,supplier_id,account_id,date_issue,timestamp,company_id,id,credit,amount,descrition,file,debit,balance,name,slug,department_id
3169,1799,,2019-11-11,2019-11-12 09:14:51.800976,1,3212,0.0,0.0,--------EMBARGO AEAT 11/11/2019-----------,file/receipt_note/Documento_FADER_30.pdf,,,--------EMBARGO AEAT 11/11/2019-----------,embargo-aeat-11112019-2,
3171,2842,,2019-11-12,2019-11-12 17:18:50.058653,2,3214,23360.53,23360.53,CONFIRMNG BBVA,,,,CONFIRMNG BBVA,confirmng-bbva,
3173,1259,,2019-10-24,2019-11-13 08:26:05.185594,1,3216,6502.0,6502.0,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-371,
3175,3043,,2019-11-15,2019-11-18 08:10:45.800940,1,3218,2078.0,2078.0,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-293,
3176,3155,,2019-11-11,2019-11-18 08:36:04.259059,1,3219,0.0,0.0,-----------EMBARGO AEAT 11/11/19---------,file/receipt_note/embargo_Navarro_Hernandez_.pdf,,,-----------EMBARGO AEAT 11/11/19---------,embargo-aeat-111119,
3178,2433,,2019-11-14,2019-11-18 10:25:47.781236,1,3221,6221.41,6221.41,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-99,
3181,395,,2019-11-13,2019-11-18 12:29:46.183442,1,3224,1000.0,1000.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-526,
3182,118,,2019-11-13,2019-11-18 12:37:44.510302,1,3225,4541.19,4541.19,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-527,
3184,3154,,2019-10-21,2019-11-18 16:03:29.660510,1,3227,1498.14,1498.14,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-529,
3187,7,,2019-11-19,2019-11-19 11:43:04.351370,1,3230,840.95,840.95,TRASPASO A SERVAR,,,,TRASPASO A SERVAR,traspaso-a-servar-2,1.0
3188,7,,2019-11-19,2019-11-19 11:43:46.173864,1,3231,-840.95,-840.95,TRASPASO A ASISTENCIA,,,,TRASPASO A ASISTENCIA,traspaso-a-asistencia,
3189,7,,2019-11-19,2019-11-19 12:56:42.868542,1,3232,0.0,0.0,-------CONTESTACION AEAT 19/11/2019--------,file/receipt_note/PDF19135224.pdf,,,-------CONTESTACION AEAT 19/11/2019--------,contestacion-aeat-19112019,
3190,3155,,2019-11-19,2019-11-19 13:00:45.037160,1,3233,0.0,0.0,-------CONTESTACION AEAT 19/11/2019--------,file/receipt_note/PDF19135849.pdf,,,-------CONTESTACION AEAT 19/11/2019--------,contestacion-aeat-19112019-2,
3192,8,,2019-11-15,2019-11-20 17:26:57.861350,1,3235,24200.0,24200.0,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-299,
3195,3126,,2019-11-20,2019-11-21 08:45:00.592585,1,3238,1257.37,1257.37,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-297,
3197,2842,,2019-11-19,2019-11-21 10:13:55.307869,1,3240,25000.0,25000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-100,
3199,3150,,2019-11-08,2019-11-21 10:40:32.728971,1,3242,4990.05,4990.05,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-533,
3200,66,,2019-11-14,2019-11-21 10:43:39.382760,1,3243,3000.0,3000.0,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-300,
3202,1799,,2019-11-21,2019-11-21 11:22:16.157422,1,3245,3644.92,3644.92,----------------PAGADO AEAT------------------,file/receipt_note/recibo_aeat_21_11_2019.pdf,,,----------------PAGADO AEAT------------------,pagado-aeat-12,
3204,2842,,2019-11-21,2019-11-21 11:30:06.719942,1,3247,22000.0,22000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-101,
3205,2842,,2019-11-14,2019-11-21 11:30:43.715322,1,3248,20000.0,20000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-102,
3206,1799,,2019-11-21,2019-11-21 11:56:15.616458,1,3249,0.0,0.0,-------CONTESTACION AEAT 21/11/2019--------,file/receipt_note/PDF21125032.pdf,,,-------CONTESTACION AEAT 21/11/2019--------,contestacion-aeat-21112019,
3207,2777,,2019-11-07,2019-11-21 11:59:57.965731,1,3250,3000.0,3000.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-536,
3208,3043,,2019-11-21,2019-11-21 12:04:17.508411,1,3251,2901.0,2901.0,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-298,
3209,2165,,2019-11-21,2019-11-21 12:28:37.482567,1,3252,0.0,0.0,-------CONTESTACION AEAT 21/11/2019--------,file/receipt_note/PDF21132659.pdf,,,-------CONTESTACION AEAT 21/11/2019--------,contestacion-aeat-21112019-2,
3211,1027,,2019-11-22,2019-11-25 15:54:05.950092,1,3254,4762.51,4762.51,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-301,
3213,2976,,2019-11-21,2019-11-25 17:28:49.892207,1,3256,3357.75,3357.75,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-537,
3217,1386,,2019-11-22,2019-11-26 10:20:31.564014,1,3260,3180.0,3180.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-464,
3220,2842,,2019-11-28,2019-11-28 10:54:17.486374,1,3263,15000.0,15000.0,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-300,
3221,2842,,2019-11-26,2019-11-28 10:57:20.499207,1,3264,24000.0,24000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-103,
3222,2842,,2019-11-28,2019-11-28 11:01:59.513091,1,3265,10950.55,10950.55,confirming bbva,,,,confirming bbva,confirming-bbva-104,
3223,66,,2019-11-27,2019-11-28 11:42:39.313201,1,3266,4000.0,4000.0,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-303,
3224,2403,,2019-11-28,2019-11-28 11:44:42.192665,1,3267,-68.0,-68.0,Devolución diferencia prof 196692,,,,Devolución diferencia prof 196692,devolucion-diferencia-prof-196692,
3225,2743,,2019-11-28,2019-11-28 17:46:58.926684,1,3268,0.0,0.0,pendiente de llegar abono disconformidad con la fra aerop alicante,,,,pendiente de llegar abono disconformidad con la fra aerop alicante,pendiente-de-llegar-abono-disconformidad-con-la-fr,
3228,3170,,2019-11-27,2019-12-03 09:17:24.266003,1,3271,5664.01,5664.01,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-303,
3229,529,,2019-11-26,2019-12-03 10:20:49.284021,1,3272,3649.63,3649.63,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-304,
3231,64,,2019-11-13,2019-12-03 10:29:03.387950,1,3274,19462.56,19462.56,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-467,
3232,395,,2019-11-13,2019-12-03 10:33:21.620307,1,3275,9000.0,9000.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-468,
3235,71,,2019-11-27,2019-12-03 10:45:17.226860,1,3278,20000.0,20000.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-541,
3240,2780,,2019-11-29,2019-12-03 11:19:17.392400,1,3283,3762.35,3762.35,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-470,
3241,120,,2019-11-27,2019-12-03 11:41:29.544281,1,3284,1508.89,1508.89,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-305,
3244,3012,,2019-11-26,2019-12-03 12:42:45.203121,1,3287,25093.69,25093.69,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-472,
3245,3012,,2019-11-26,2019-12-03 12:43:15.174060,1,3288,33410.0,33410.0,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-374,
3246,2955,,2019-12-03,2019-12-03 12:47:07.659783,1,3289,4322.12,4322.12,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-304,
3247,7,,2019-12-04,2019-12-04 10:59:02.336898,1,3290,0.0,0.0,--------CERTIFICADO ESTAR AL CORRIENTE-----------,file/receipt_note/CERTIF._ESTAR_AL_CORRIENTE_AEAT_03-12-2019.pdf,,,--------CERTIFICADO ESTAR AL CORRIENTE-----------,certificado-estar-al-corriente,
3249,1609,,2019-12-05,2019-12-09 08:22:32.258758,1,3292,7173.32,7173.32,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-474,
3251,2842,,2019-12-05,2019-12-09 08:52:36.238894,1,3294,20000.0,20000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-105,
3252,377,,2019-12-04,2019-12-09 09:55:00.072594,1,3295,1900.01,1900.01,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-307,
3253,1959,,2019-12-05,2019-12-09 09:57:20.956215,1,3296,0.0,0.0,--------EMBARGO AEAT 05/12/2019-----------,file/receipt_note/embargo_Familia_Fernandez_5_dic_2019.pdf,,,--------EMBARGO AEAT 05/12/2019-----------,embargo-aeat-05122019,
3254,1959,,2019-12-04,2019-12-09 09:57:46.597691,2,3297,0.0,0.0,--------EMBARGO AEAT 04/12/2019-----------,file/receipt_note/embargo_familia_fernandez_4_dic_2019_Inm.pdf,,,--------EMBARGO AEAT 04/12/2019-----------,embargo-aeat-04122019,
3255,1476,,2019-12-09,2019-12-09 10:02:16.604163,1,3298,0.0,0.0,--------EMBARGO AEAT 09/12/2019-----------,file/receipt_note/EMBARGO_PEREYRA_9_DICIEMBRE_2019.pdf,,,--------EMBARGO AEAT 09/12/2019-----------,embargo-aeat-09122019,
3256,11,,2019-12-09,2019-12-09 10:03:13.178328,1,3299,0.0,0.0,--------EMBARGO AEAT 09/12/2019-----------,file/receipt_note/EMBARGO_DELACE_9_DICIEMBRE_2019.pdf,,,--------EMBARGO AEAT 09/12/2019-----------,embargo-aeat-09122019-2,
3257,11,,2019-12-09,2019-12-09 10:03:41.487660,2,3300,0.0,0.0,--------EMBARGO AEAT 09/12/2019-----------,file/receipt_note/EMBARGO_DELACE_INMUEBLES_9_DICIEMBRE_2019.pdf,,,--------EMBARGO AEAT 09/12/2019-----------,embargo-aeat-09122019-3,
3258,760,,2019-12-09,2019-12-09 10:04:31.509829,1,3301,0.0,0.0,--------EMBARGO AEAT 09/12/2019-----------,file/receipt_note/EMBARGO_SOBRINO_MOZOS_9_DICIEMBRE_2019.pdf,,,--------EMBARGO AEAT 09/12/2019-----------,embargo-aeat-09122019-4,
3259,1857,,2019-12-09,2019-12-09 10:05:48.125529,1,3302,0.0,0.0,--------EMBARGO AEAT 09/12/2019-----------,file/receipt_note/EMBARGO_ALUMINIOS_ALUALSA_9_DIC_2019.pdf,,,--------EMBARGO AEAT 09/12/2019-----------,embargo-aeat-09122019-5,
3261,3109,,2019-12-04,2019-12-09 11:57:15.406867,1,3304,1452.0,1452.0,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-309,
3262,66,,2019-12-04,2019-12-09 12:25:05.116085,1,3305,3057.87,3057.87,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-305,
3264,8,,2019-12-04,2019-12-09 15:11:46.114436,1,3307,24200.0,24200.0,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-376,
3265,2842,,2019-12-03,2019-12-09 15:56:08.195925,2,3308,15000.0,15000.0,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-306,
3267,973,,2019-12-05,2019-12-09 17:42:56.771637,1,3310,1645.07,1645.07,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-544,
3268,294,,2019-12-05,2019-12-10 08:11:48.190701,1,3311,1407.81,1407.81,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-545,1.0
3269,2623,,2019-12-05,2019-12-10 08:30:21.778500,1,3312,1300.16,1300.16,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-546,
3270,1027,,2019-12-03,2019-12-10 08:32:47.641879,1,3313,5090.1,5090.1,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-166,1.0
3271,3109,,2019-12-09,2019-12-10 08:40:35.407533,1,3314,1452.0,1452.0,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-310,
3276,118,,2019-12-12,2019-12-13 11:07:03.079821,1,3319,7505.59,7505.59,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-477,
3277,1959,,2019-12-16,2019-12-16 08:32:16.771590,1,3320,1087.27,1087.27,----------------PAGADO AEAT------------------,file/receipt_note/Recibo_Caixabank_16_12_2019.pdf,,,----------------PAGADO AEAT------------------,pagado-aeat-13,
3278,1959,,2019-12-16,2019-12-16 08:32:36.104154,1,3321,0.0,0.0,-------CONTESTACION AEAT 16/12/2019--------,file/receipt_note/PDF1692424.pdf,,,-------CONTESTACION AEAT 16/12/2019--------,contestacion-aeat-16122019,
3279,1857,,2019-12-16,2019-12-16 08:40:53.606115,1,3322,0.0,0.0,-------CONTESTACION AEAT 21/11/2019--------,file/receipt_note/PDF1693936.pdf,,,-------CONTESTACION AEAT 21/11/2019--------,contestacion-aeat-21112019-3,
3280,3087,,2019-12-11,2019-12-16 08:41:51.689062,1,3323,6521.78,6521.78,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-478,
3281,11,,2019-12-16,2019-12-16 08:48:26.420035,1,3324,0.0,0.0,-------CONTESTACION AEAT 19/11/2019--------,file/receipt_note/PDF1694615.pdf,,,-------CONTESTACION AEAT 19/11/2019--------,contestacion-aeat-19112019-3,
3282,1476,,2019-12-16,2019-12-16 08:55:35.336384,1,3325,0.0,0.0,-------CONTESTACION AEAT 16/12/2019--------,file/receipt_note/PDF1695331.pdf,,,-------CONTESTACION AEAT 16/12/2019--------,contestacion-aeat-16122019-2,
3283,760,,2019-12-16,2019-12-16 09:51:40.177865,1,3326,0.0,0.0,-------CONTESTACION AEAT 16/12/2019--------,file/receipt_note/PDF16104824.pdf,,,-------CONTESTACION AEAT 16/12/2019--------,contestacion-aeat-16122019-3,
3284,2842,,2019-12-12,2019-12-16 10:55:33.005981,1,3327,15000.0,15000.0,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-377,
3285,2620,,2019-06-19,2019-12-16 11:00:21.303051,1,3328,2096.5,2096.5,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-479,
3288,2309,,2019-12-16,2019-12-16 12:40:50.217058,1,3331,14575.97,14575.97,CONFIRMING BANKIA,file/receipt_note/GestorRemesasCONF.pdf,,,CONFIRMING BANKIA,confirming-bankia-481,
3294,2842,,2019-12-10,2019-12-16 16:25:33.475649,1,3337,15000.0,15000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-107,
3295,1027,,2019-12-12,2019-12-16 16:40:00.608347,1,3338,5603.05,5603.05,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-308,1.0
3297,1755,,2019-12-12,2019-12-17 08:08:09.415195,1,3340,1054.52,1054.52,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-548,1.0
3298,3144,,2019-12-12,2019-12-17 08:12:25.875863,1,3341,1336.0,1336.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-549,
3301,973,,2019-12-13,2019-12-17 08:55:11.348736,1,3344,3611.85,3611.85,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-484,
3302,3036,,2019-12-13,2019-12-17 09:16:02.721755,1,3345,2899.16,2899.16,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-485,
3303,384,,2019-12-13,2019-12-17 09:22:42.821809,1,3346,3911.19,3911.19,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-486,
3304,11,,2019-12-17,2019-12-17 11:43:29.889740,2,3347,0.0,0.0,-------CONTESTACION AEAT 17/12/2019--------,file/receipt_note/PDF17124148.pdf,,,-------CONTESTACION AEAT 17/12/2019--------,contestacion-aeat-17122019,
3305,1959,,2019-12-17,2019-12-17 12:09:47.445928,2,3348,0.0,0.0,-------CONTESTACION AEAT 17/12/2019--------,file/receipt_note/PDF1713627.pdf,,,-------CONTESTACION AEAT 17/12/2019--------,contestacion-aeat-17122019-2,
3309,2722,,2019-12-18,2019-12-19 09:17:47.856560,1,3353,0.0,0.0,--------EMBARGO Agencia Tribut. Canaria 18/12/2019-----------,file/receipt_note/SAdministra19121911270.pdf,,,--------EMBARGO Agencia Tribut. Canaria 18/12/2019-----------,embargo-agencia-tribut-canaria-18122019,
3310,2722,,2019-12-19,2019-12-19 09:18:30.954249,1,3354,0.0,0.0,-------CONTESTACION Agencia Tribut. Canaria 19/12/2019--------,file/receipt_note/B96561329_20110016470749.pdf,,,-------CONTESTACION Agencia Tribut. Canaria 19/12/2019--------,contestacion-agencia-tribut-canaria-19122019,
3312,3083,,2019-12-23,2019-12-23 15:42:12.021872,1,3356,50000.0,50000.0,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-379,
3313,2842,,2019-12-23,2019-12-26 11:48:38.888413,1,3357,15000.0,15000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-108,
3315,3093,,2019-12-19,2019-12-26 11:55:00.595607,1,3359,2833.74,2833.74,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-315,
3317,2229,,2019-12-19,2019-12-26 12:25:20.234052,1,3361,3153.76,3153.76,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-487,
3324,2889,,2019-12-19,2019-12-26 16:53:10.336440,1,3368,1822.02,1822.02,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-555,1.0
3326,592,,2019-12-19,2019-12-27 10:58:53.262893,1,3370,1834.17,1834.17,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-557,
3328,384,,2019-12-24,2019-12-30 11:37:19.033715,1,3372,15552.44,15552.44,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-489,
3330,120,,2019-12-12,2019-12-30 11:48:53.731512,1,3374,1937.5,1937.5,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-316,
3331,3154,,2019-12-26,2019-12-30 11:53:21.374518,1,3375,1498.14,1498.14,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-491,
3335,2842,,2019-12-19,2020-01-02 17:47:14.320280,1,3379,15000.0,15000.0,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-383,
3336,2842,,2019-12-26,2020-01-02 17:47:42.423342,1,3380,13614.51,13614.51,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-109,
3337,2842,,2019-12-26,2020-01-02 17:48:04.700554,2,3381,5182.79,5182.79,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-110,
3342,3137,,2019-12-19,2020-01-08 10:35:16.481345,1,3386,9632.8,9632.8,CONFIRMING BANKIA,file/receipt_note/transfer.__hotel__francia.pdf,,,CONFIRMING BANKIA,confirming-bankia-494,
3344,3083,,2020-01-07,2020-01-08 15:32:54.284192,1,3389,25000.0,25000.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-560,
3345,1799,,2019-12-30,2020-01-09 10:57:10.790388,1,3390,0.0,0.0,-------LEVANTAMIENTO EMBARGO-------,file/receipt_note/comunica_FADER.pdf,,,-------LEVANTAMIENTO EMBARGO-------,levantamiento-embargo-2,
3346,2889,,2020-01-09,2020-01-10 12:36:14.858753,1,3391,1851.67,1851.67,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-561,1.0
3350,973,,2020-01-09,2020-01-13 10:48:52.182058,1,3395,1203.95,1203.95,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-565,
3353,592,,2019-01-09,2020-01-13 11:10:17.862520,1,3398,1272.0,1272.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-568,
3356,1799,,2020-01-13,2020-01-13 12:41:02.518541,1,3401,0.0,0.0,--------EMBARGO AEAT 13/01/2020-----------,file/receipt_note/EMBARGO_PROVEEDORES_FADER_30.pdf,,,--------EMBARGO AEAT 13/01/2020-----------,embargo-aeat-13012020,
3357,2832,,2020-01-13,2020-01-13 12:41:53.445050,1,3402,0.0,0.0,--------EMBARGO AEAT 13/01/2020-----------,file/receipt_note/ELEGANCE_CALMA_13_DE_ENERO-3.pdf,,,--------EMBARGO AEAT 13/01/2020-----------,embargo-aeat-13012020-2,
3358,3083,,2020-01-07,2020-01-13 15:28:25.814578,1,3403,25000.0,25000.0,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-385,
3359,2936,,2020-01-13,2020-01-13 16:37:36.059555,1,3404,10392.68,10392.68,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-318,
3360,66,,2020-01-02,2020-01-13 16:59:11.691121,1,3405,4000.0,4000.0,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-313,
3363,474,,2020-01-15,2020-01-16 11:43:48.655938,1,3408,1521.33,1521.33,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-320,1.0
3364,3141,,2020-01-15,2020-01-16 11:46:14.643868,1,3409,1427.75,1427.75,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-321,
3365,3144,,2020-01-15,2020-01-16 11:49:11.265778,1,3410,1110.16,1110.16,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-322,
3366,2842,,2020-01-14,2020-01-16 12:05:53.571216,1,3411,16000.0,16000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-112,
3368,2903,,2020-01-14,2020-01-17 11:14:47.965387,1,3413,28440.21,28440.21,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-496,
3369,2915,,2020-01-16,2020-01-17 11:19:55.891430,1,3414,1410.11,1410.11,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-323,
3370,3134,,2020-01-10,2020-01-17 11:39:11.157700,1,3415,2402.78,2402.78,CONFIRMING DEUTSCHE,file/receipt_note/transfer._10_01_2020.pdf,,,CONFIRMING DEUTSCHE,confirming-deutsche-324,1.0
3371,71,,2020-01-02,2020-01-17 12:09:47.392715,1,3416,21230.82,21230.82,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-569,
3373,3077,,2020-01-02,2020-01-17 12:20:14.391354,1,3418,6662.5,6662.5,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-571,
3374,395,,2020-01-16,2020-01-17 12:44:01.819744,1,3419,12000.0,12000.0,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-314,
3376,118,,2020-01-16,2020-01-20 08:40:27.790091,1,3421,15118.48,15118.48,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-572,
3377,973,,2020-01-16,2020-01-20 08:45:41.459268,1,3422,5096.42,5096.42,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-573,
3379,8,,2020-01-17,2020-01-20 11:18:07.712547,1,3424,4833.27,4833.27,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-168,
3380,2832,,2020-01-20,2020-01-20 15:58:12.358034,1,3425,0.0,0.0,-------CONTESTACION AEAT 20/01/2020--------,file/receipt_note/Contestacion_embargo.pdf,,,-------CONTESTACION AEAT 20/01/2020--------,contestacion-aeat-20012020,
3381,1799,,2020-01-21,2020-01-21 10:39:02.816985,1,3426,0.0,0.0,-------CONTESTACION AEAT 21/01/2020--------,file/receipt_note/PDF2111367.pdf,,,-------CONTESTACION AEAT 21/01/2020--------,contestacion-aeat-21012020,
3382,1799,,2020-01-21,2020-01-21 10:55:43.215760,1,3427,902.74,902.74,-------------PAGADO AEAT---------------,file/receipt_note/recibo_aeat_21_01_2020.pdf,,,-------------PAGADO AEAT---------------,pagado-aeat-14,
3384,3083,,2020-01-23,2020-01-23 10:00:58.829866,1,3429,31000.0,31000.0,CONFIRMING BANKIA,file/receipt_note/CONFIRMING_BANKIA.pdf,,,CONFIRMING BANKIA,confirming-bankia-497,
3385,3069,,2020-01-23,2020-01-23 12:35:18.311477,1,3430,0.0,0.0,--------EMBARGO AEAT 13/01/2020-----------,file/receipt_note/PAVIMENTOS_Y_PULIDOS_GORBELAN.pdf,,,--------EMBARGO AEAT 13/01/2020-----------,embargo-aeat-13012020-3,
3386,3069,,2020-01-23,2020-01-23 12:35:47.080519,1,3431,0.0,0.0,-------CONTESTACION AEAT 23/01/2020--------,file/receipt_note/PDF23133051.pdf,,,-------CONTESTACION AEAT 23/01/2020--------,contestacion-aeat-23012020,
3387,3137,,2020-01-23,2020-01-23 17:44:28.596817,1,3432,1602.0,1602.0,CONFIRMING BANKIA,file/receipt_note/7fbd6892-7567-4b8e-a044-94f1328637df.pdf,,,CONFIRMING BANKIA,confirming-bankia-498,
3388,2620,,2020-01-27,2020-01-27 11:52:11.706517,1,3433,2615.0,2615.0,CONFIRMING BANKIA,file/receipt_note/img27012020_0010.pdf,,,CONFIRMING BANKIA,confirming-bankia-499,
3389,473,,2020-01-23,2020-01-27 12:41:06.282460,1,3434,2068.66,2068.66,CONFIRMING DEUTSCHE,file/receipt_note/img27012020_0011.pdf,,,CONFIRMING DEUTSCHE,confirming-deutsche-325,1.0
3390,1386,,2020-01-23,2020-01-27 16:42:21.681459,1,3435,3498.0,3498.0,CONFIRMING CAJAMAR,file/receipt_note/img27012020_0012.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-575,
3391,262,,2020-01-27,2020-01-27 16:51:40.730307,2,3436,5906.1,5906.1,CONFIRMING BANKIA,file/receipt_note/SAdministra20012719000_0001.pdf,,,CONFIRMING BANKIA,confirming-bankia-500,
3392,262,,2020-01-27,2020-01-27 16:52:19.167643,1,3437,5383.69,5383.69,CONFIRMING CAJAMAR,file/receipt_note/SAdministra20012719000_0002.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-576,
3396,66,,2020-01-23,2020-01-28 08:49:52.764290,1,3441,2000.0,2000.0,CONFIRMING IBERCAJA,file/receipt_note/img28012020_0011.pdf,,,CONFIRMING IBERCAJA,confirming-ibercaja-317,
3401,395,,2020-01-30,2020-01-31 11:54:03.335841,1,3446,10000.0,10000.0,CONFIRMING IBERCAJA,file/receipt_note/img31012020_0007.pdf,,,CONFIRMING IBERCAJA,confirming-ibercaja-321,
3404,3077,,2020-01-30,2020-01-31 12:14:51.740720,1,3449,2027.72,2027.72,CONFIRMING IBERCAJA,file/receipt_note/img31012020_0009.pdf,,,CONFIRMING IBERCAJA,confirming-ibercaja-323,
